source_id,repo_owner,repo_name,github_url,file_path,license_spdx,usage_class,attribution_required,share_alike,noncommercial_only,stars,last_commit,retrieved_at,source_commit_sha,sha256
151,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-cautionary-reversal.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,296d066283f9d8f88c8ead837fba322f454ae1eaf3c99d496d08ad4d2d402ea3
152,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-challenge-binary-choice.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,234181d17dfe545bd48eb644c03cc4cda7d6528662789e655769e1ce7f3fb846
153,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-challenge-insult-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,a6f96fad84b62ae14b30e451b271d156278ae50e489413dab2cec60415ddaa27
154,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-challenge-knowledge-gap.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,72232f6b5ec94d982cbb86fdab904596d274f821f449cefa1ccd8378bd940412
155,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-challenge-question.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,843f29666b923723933882f28848c8c5094561e3c0d148787694d4f1056f0b88
156,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-challenge-reversal.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,c38049efb6b8f50e05d6c640f63c20d4c68ea99d5443fb9f2b685afe32988296
157,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-challenge-test.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,7744c1837e3362e3b7cdd4c60f87b3daaf72f55c52ce188348344011d13142ab
158,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-challenge-with-stakes.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,9a5fed630fd5f675cd88571eda8cb41fdbcc2a691a04dd6c29b5cef1d8f434f3
159,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-character-introduction-with-vivid-detail.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,2f60ab0476bbc81100cc63b22f408881b0eed2fc4f9feb6f3fca01507cc57328
160,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-childhood-secret-code-setup.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,dc76c785c81aefae5a17a954b2702181f0bdc7308773d134319eee4a0c6e6b82
161,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-choice-with-consequence.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,bbd0672dbdf53df355caeaf1f3b5007b93cf3ccd4f84aaf02ac1079caf267297
162,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-compliment-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,b489afb40adf5008c4536daff144bbd55e7737dd120d3a3fe98c8bec79b8e6c2
163,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conditional-attention-grabber.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,47ee818b3ea614b81c2f8a01542705355239eb21a203ace051585b3799ca48e6
164,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conditional-cascade.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,6eda12d3620b0728c871603ae4144f6758bd3dedc311dd337e90496f5d89f7d6
165,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conditional-challenge-direct-engagement.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,aa8095dc73e37c1974a6b4ef4a9296feafe81335e6dc3d2a83dc5624a9d49e11
166,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conditional-challenge.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,f07f8b9d7c000bb82797c667bb058766a8db49ff05528bd91cb742dcb5b39c7a
167,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conditional-promise.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,9cc40f65832d6334a89d3d69d7e1963a7523dcda41a3ab49d61f1607f8524c77
168,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conditional-threat-with-exaggerated-consequence.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,a68d22552cdffc65747347dba5ad6f9cf060426d9ea0dc7341c729d91a9208a8
169,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conditional-transformation.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,9fa33571fe4db3e42cadebf5edcfa5fb1b9e023ea7e9a2755c83fab6fe2eed13
170,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conflict-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,0080a55d2c5a6415fec0e5c1efb4a4580d3996b51307822c1abaa073ca3f10ad
171,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-conflict-setup-with-high-stakes.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,212a166d0a29ed182a3ae2bcc4ae695d53699cc7a3a19bcecc0b24fc09a833b5
172,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-confrontational-reframe.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,ff91aed028518d2a1828bb351089bae9b0f7a57f5f1139d2e8105570ae3cbd93
173,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-confusing-escalation.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,652794689b9f3ec54e06d3bc0e5b786f602597cff865d30d0fd6dbb872e012af
174,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-congratulatory-surprise.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,a4bfffb2d1cf4f46ead1962ea8df2b8a662af5cb830caaf35b7dd390eb9e37ec
175,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contradiction-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,9cc3686ee6a4989445e4843e3db355df0c669a6823b237e846c4eca46e5c24fb
176,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contradiction-reframe.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,2bfbfbbffe57ef5c63adaf37616e84d020f0b69c8104e158cfd1523f367ba64b
177,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contradiction-revelation.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,7dc58c430d30e7698a08eebe3106882bb85c888d880e4eefb22ce7514ca175e2
178,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contradictory-juxtaposition.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,92867d2f0f0d9eb3c83b0bf1d5073d57379a2967d7b827fe175ed87448bbc6f3
179,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrarian-advice.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,22dbcab87a0306104341837847ce003f84708d221c715b68e39e75cee3771478
180,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrarian-command.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,c5b495b9d1bd038f8a95703c17943595db2c8d13898be83d2bb6cecafbbde8ee
181,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrarian-complaint.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,7cc508bb5b859b8e23616986c3a6e1058b5246eabe2a8db9b0075d0542547b27
182,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrarian-declaration.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,1d24735d63e9106bf376da993e24c225cdfe46467b0f13df226b183d1f4a41cb
183,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrarian-opener.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,d9acc405e32149fbcd94574e9ff74d6ff999b76058503ba4ef8d96f255e4d589
184,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrarian-statement.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,f0d55293c1bd6297bf93be41a4fea0dfa410d920486db531e41c79d7bca7ffa9
185,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrarian-truth.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,bce7882d870851ce3462bd99542bf8fed040e996632dd968413cebefe1c95649
186,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-and-promise.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,08e137f3bacd516110355085aee8c62f99b4b6358be55d1915ebb55869844f26
187,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-before-after.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,be1f3a483bf70fb3bd95e59657a0efd18a3c58a9f06aca09005922a1df6f84e8
188,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-claim.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,cec1a39c41681caac09306acf1c86f671cfc0a725ffd4df2702208759af98a44
189,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-comparison-challenge.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,0c9da95134e85415183d0a0265fc9bbda44a0f7b5082a7a6973ce0f838e27720
190,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-comparison.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,525c93a4ed0b520938ec415db20720b687e8454e04a1668d01b75b42bdf90c9b
191,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-embarrassment.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,46605ae64b766b2b1761db6e2e24b418658f1e984f05e1a5683f9712f207bb49
192,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-escalation.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,e2a9685cef5585299a9a86e4c63ae58a517e99cef6ca61acafe19b252030352c
193,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,3258065e59d83cd9a740ca537a54370b2888ca264cf06c0f052b78b867f0cb3c
194,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-list.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,896e3fee9ee32bb38882b68fc599b2472c03a88d252c4b0aa9df4e4fe4e68d38
195,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-paradox.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,ca82fff6e3624aef3865b25110a04af1f679a57ddd01c30f2260aef96e4fc9f1
196,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-relatable-regret.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,32b41171f946c6389ec3be8dd7b23225b5b0827ac02253704775a80c62b4dd59
197,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-surprise.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,83cad3733759cba23efd7f2543390555eb613bf7d3b57b6c7ace54146bd7a3aa
198,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast-warning.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,5dff34dc348233eabcdd6804cf8f3f51b1c163ab493d6a5b060e719be6b57eaf
199,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrast.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,dd43989fc1afe95f8bd53d2cecb8cf0faec3fbba224e91f549f7ad3b64c84085
200,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-absurdity.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,985f7d245ee5439171ccf779b0654f034c17914a4e5638f138dea839edc50ca8
201,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-advice.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,03f56f2fb8a9d3117ec0ce4eb980d3b4450b4c95c5b1ff9dee7f58b2d727fe38
202,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-assumption.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,fe09e80783af8f91e0c0f4b13d69c653cf6af7266b21c5c7046f4aa860cf3dcd
203,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-command.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,a88cdad1ba1870c346a383accaed8af3c35b1ca9aa42e6e05a164b72df3ec6b5
204,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-emotion.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,0f6ff15939c9919c9e71d94936ed80eb97b6d99a3673ec0870807a94fa601232
205,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-fates.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,73f51eaa19e9ce4b5e757842fa51bdb030733ddc8fc5784f68140d10f1568f1d
206,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-parallelism.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,721488abd88ea0b4a30ea41efdc02f4b28b2dda096caede4f66b0e88fd23bb7b
207,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-perspective.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,f4e8ec82147a02edb0d9d89e91cf59ff1e8d86e87e35617e1d8f406ee07d4588
208,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-scenario-direct-command.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,85b4b8713e3c9fbfefa06ab2b4cdcd059768a8e961a654772804c8519b492f4a
209,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-contrasting-setup.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,9d34442ea98ab03c972d6c219254a7cf1bbe9488ea0869d99916fae20289a0a1
210,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-controversial-identity-declaration.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,146641720f98e8db4c5550c1f9da4afd05839fbb3bec9eb844fc818e4aa3e377
211,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-cost-shock-urgency.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,f599ab39c540879b719473553896e222e5190884ac30182fe7d359552f9473a4
212,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-counterintuitive-reframe.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,b686b974b32799e24cb5003510ac0940824f5822d6835039af40b86656616e79
213,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-counterintuitive-statement.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,aacd8419043a6f4ef1de7906200339dde0d1c986218a5b4c375d6e8db8d8d738
214,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-curiosity-gap-benefit-stacking.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,77a4a2bc13b4db60938de13cda815f051bff3a7d91ac0c8c06ea26e1318ea2a2
215,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-curiosity-gap-bold-claim.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,5721141abe3657fc60a36d9f951cbafdc02dbc9a3af29baabf2b8f1fdf49aedf
216,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-curiosity-gap-celebrity-tease.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,6de4f5a8d7dd1ebedbc7fa7737536fc2c152767f59520c4ff850d0e63eedea32
217,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-curiosity-gap-common-misconception.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,6184d18c87f8d61849f547a13be1a6281602c80d97ca0d799a2817ef8a708b45
218,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-curiosity-gap-contradiction.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,171ff19c3477e0dcb230127b5f74b2910bd7366b7f26901578ab46ea35ebe538
219,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-curiosity-gap-direct-address.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,f9d0329cc6265caba439c371a6c4a5f19a16f22fec33bad556eea3586d7aa05c
220,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-curiosity-gap-emotional-stakes.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,12287da0673f870a3b34ba54d98453b3521f6231c633c4b994f87009f3cd73c8
